ID_cliente,Fecha_contacto,Vendedor,Tipo_cliente,Segmento,Canal_principal,Cantidad_ovas_compradas,Monto_total_gastado,Frecuencia_compras,Ultima_compra,Dias_ultimo_contacto,Llamadas_recibidas,WhatsApp_recibidos,Emails_enviados,Reuniones_agendadas,Tiempo_respuesta_horas,Tasa_respuesta,Contactos_efectivos,Interes_compra,Satisfaccion,Probabilidad_retencion,Recomendaria,Cliente_interesado,Cliente_retenible
C000168,2023-09-24,VEND_004,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,609,1,6,0,0,1.6,0.93,6,1,2,0.17,6,0,0
C000169,2023-11-10,VEND_009,Criadero,Pequeño,WhatsApp,1388,166.56,0,2024-02-27,562,1,6,3,0,0.5,0.21,2,5,3,0.36,6,1,0
C000170,2024-06-02,VEND_009,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,357,1,5,0,2,4.9,0.66,5,3,2,0.25,3,0,0
C000171,2025-01-15,VEND_013,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,130,0,6,0,0,4.9,0.29,2,2,1,0.17,2,0,0
C000172,2023-08-06,VEND_024,Criadero,Mediano,Visita,0,0.0,0,,658,1,1,4,0,3.6,0.71,4,3,3,0.42,8,0,0
C000173,2023-11-15,VEND_023,Distribuidor,Grande,WhatsApp,0,0.0,0,,557,0,6,1,0,7.5,0.69,5,2,1,0.19,2,0,0
C000174,2023-12-12,VEND_027,Distribuidor,Pequeño,Teléfono,0,0.0,0,,530,3,0,1,0,7.0,0.39,2,2,3,0.35,7,0,0
C000175,2024-02-05,VEND_028,Criadero,Mediano,WhatsApp,0,0.0,0,,475,0,5,1,0,3.9,0.41,2,2,3,0.39,5,0,0
C000176,2023-07-09,VEND_018,Distribuidor,Pequeño,WhatsApp,1963,235.56,2,2024-05-10,686,0,7,1,0,8.2,0.65,5,3,3,0.43,7,1,0
C000177,2024-01-08,VEND_005,Restaurante Gourmet,Mediano,WhatsApp,4968,596.16,1,2024-05-23,503,0,3,2,1,1.5,0.57,3,4,4,0.54,7,1,0
C000178,2025-03-13,VEND_006,Criadero,Mediano,WhatsApp,0,0.0,0,,73,1,3,0,0,6.2,0.8,3,1,1,0.09,4,0,0
C000179,2023-10-29,VEND_013,Criadero,Pequeño,Teléfono,1747,209.64,3,2024-10-01,574,1,1,0,1,4.6,0.4,1,5,4,0.51,7,1,0
C000180,2023-06-18,VEND_005,Distribuidor,Mediano,WhatsApp,0,0.0,0,,707,1,8,1,0,4.7,0.77,8,3,3,0.39,5,0,0
C000181,2023-08-13,VEND_009,Distribuidor,Mediano,Visita,0,0.0,0,,651,0,0,1,4,4.1,0.54,3,2,2,0.26,4,0,0
C000182,2024-04-10,VEND_011,Criadero,Pequeño,Teléfono,0,0.0,0,,410,1,1,1,0,7.5,0.81,2,1,3,0.34,7,0,0
C000183,2025-02-22,VEND_026,Criadero,Pequeño,Teléfono,1456,174.72,4,2025-03-19,92,3,2,1,1,7.8,0.65,5,5,4,0.49,7,1,0
C000184,2024-02-21,VEND_011,Criadero,Mediano,Email,0,0.0,0,,459,0,1,4,0,9.4,0.14,1,3,3,0.45,7,0,0
C000185,2023-11-15,VEND_027,Criadero,Pequeño,Teléfono,0,0.0,0,,557,2,0,0,0,5.3,0.52,1,1,3,0.36,7,0,0
C000186,2023-08-30,VEND_011,Exportador,Mediano,Teléfono,0,0.0,0,,634,2,0,0,0,6.2,0.38,1,1,1,0.1,4,0,0
C000187,2024-03-09,VEND_014,Criadero,Pequeño,Teléfono,1142,137.04,3,2024-07-31,442,2,1,0,2,6.5,0.89,4,3,5,0.69,10,1,1
C000188,2024-11-19,VEND_010,Criadero,Mediano,WhatsApp,0,0.0,0,,187,2,3,1,1,6.0,0.54,4,2,3,0.37,6,0,0
C000189,2024-04-13,VEND_006,Criadero,Pequeño,Teléfono,0,0.0,0,,407,3,0,0,1,6.0,0.32,1,2,1,0.1,3,0,0
C000190,2024-08-17,VEND_010,Criadero,Pequeño,Teléfono,0,0.0,0,,281,3,1,0,0,7.4,0.34,1,3,3,0.42,5,0,0
C000191,2024-03-10,VEND_010,Distribuidor,Mediano,Email,3065,367.8,3,2025-05-13,441,3,1,3,1,12.6,0.58,5,5,5,0.7,10,1,1
C000192,2023-09-11,VEND_017,Criadero,Pequeño,WhatsApp,1871,224.52,2,2024-05-26,622,3,3,0,0,2.4,0.73,4,4,5,0.63,9,1,1
C000193,2024-01-04,VEND_012,Criadero,Pequeño,Email,1410,169.2,1,2024-10-13,507,0,1,2,0,17.1,0.45,1,5,4,0.52,9,1,0
C000194,2024-09-08,VEND_020,Criadero,Grande,Teléfono,0,0.0,0,,259,3,2,0,0,8.1,0.85,4,2,3,0.28,8,0,0
C000195,2023-09-22,VEND_025,Criadero,Pequeño,Teléfono,0,0.0,0,,611,1,0,1,0,6.5,0.74,1,3,3,0.39,7,0,0
C000196,2023-06-07,VEND_014,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,718,0,3,1,0,1.8,0.31,1,2,1,0.16,0,0,0
C000197,2024-06-18,VEND_021,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,341,2,2,0,1,7.5,0.6,3,3,1,0.14,1,0,0
C000198,2024-01-09,VEND_005,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,502,0,2,3,0,3.1,0.54,3,3,2,0.3,6,0,0
C000199,2024-03-19,VEND_022,Criadero,Pequeño,Visita,1769,212.28,5,2025-04-10,432,0,0,1,0,6.9,0.54,1,4,3,0.48,7,1,0
C000200,2024-07-17,VEND_019,Restaurante Gourmet,Pequeño,Visita,0,0.0,0,,312,0,2,2,2,5.3,0.47,3,2,1,0.16,2,0,0
C000201,2023-09-21,VEND_007,Criadero,Mediano,WhatsApp,0,0.0,0,,612,2,11,1,1,5.2,0.75,11,2,2,0.18,5,0,0
C000202,2024-07-04,VEND_022,Exportador,Pequeño,WhatsApp,0,0.0,0,,325,4,2,1,0,1.9,0.51,4,2,3,0.26,7,0,0
C000203,2025-02-02,VEND_010,Exportador,Mediano,WhatsApp,0,0.0,0,,112,0,7,0,0,3.2,0.22,2,1,1,0.11,2,0,0
C000204,2024-07-17,VEND_011,Criadero,Pequeño,Teléfono,0,0.0,0,,312,8,1,1,0,9.2,0.56,6,3,2,0.28,3,0,0
C000205,2023-10-31,VEND_014,Restaurante Gourmet,Mediano,Visita,4104,492.48,1,2024-11-22,572,3,0,1,3,8.5,0.75,5,5,4,0.52,10,1,0
C000206,2023-08-15,VEND_001,Criadero,Pequeño,Teléfono,0,0.0,0,,649,6,1,1,0,5.5,0.61,5,1,3,0.32,6,0,0
C000207,2024-11-12,VEND_013,Criadero,Pequeño,Teléfono,1672,200.64,3,2025-01-04,194,3,3,2,0,8.0,0.75,6,4,5,0.7,10,1,1
C000208,2023-07-22,VEND_028,Distribuidor,Grande,Teléfono,0,0.0,0,,673,4,0,1,0,8.8,0.31,2,3,3,0.31,6,0,0
C000209,2025-03-17,VEND_027,Criadero,Pequeño,WhatsApp,0,0.0,0,,69,1,6,1,0,0.5,0.83,7,1,3,0.36,6,0,0
C000210,2023-08-28,VEND_002,Distribuidor,Grande,WhatsApp,9468,1136.16,6,2023-11-23,636,1,2,1,0,1.9,0.56,2,5,5,0.76,10,1,1
C000211,2024-04-27,VEND_023,Distribuidor,Pequeño,Email,0,0.0,0,,393,2,2,2,1,11.7,0.56,4,1,2,0.24,6,0,0
C000212,2024-10-30,VEND_014,Distribuidor,Pequeño,Email,1884,226.08,3,2025-03-29,207,0,0,4,1,15.4,0.22,1,3,5,0.64,10,0,1
C000213,2024-09-16,VEND_018,Criadero,Mediano,Teléfono,3945,473.4,6,2025-02-16,251,6,1,0,0,3.5,0.63,4,4,4,0.58,10,1,0
C000214,2023-12-02,VEND_020,Distribuidor,Grande,Email,0,0.0,0,,540,2,0,8,1,12.8,0.68,7,2,3,0.34,7,0,0
C000215,2024-07-07,VEND_023,Criadero,Grande,WhatsApp,0,0.0,0,,322,2,6,2,0,1.9,0.57,6,3,1,0.08,3,0,0
C000216,2025-05-15,VEND_019,Exportador,Pequeño,Visita,0,0.0,0,,10,1,0,1,1,5.8,0.8,2,2,3,0.27,7,0,0
C000217,2023-06-30,VEND_027,Distribuidor,Pequeño,Teléfono,1660,199.2,2,2025-04-13,695,3,1,1,1,2.9,0.79,5,5,3,0.34,6,1,0
C000218,2024-08-08,VEND_021,Criadero,Mediano,WhatsApp,0,0.0,0,,290,1,3,0,1,0.5,0.12,1,2,2,0.14,6,0,0
C000219,2024-08-05,VEND_027,Criadero,Mediano,Teléfono,0,0.0,0,,293,5,1,1,1,9.4,0.52,4,1,1,0.18,0,0,0
C000220,2024-07-24,VEND_014,Criadero,Grande,WhatsApp,0,0.0,0,,305,2,3,1,0,3.1,0.93,6,1,1,0.09,2,0,0
C000221,2023-07-30,VEND_007,Exportador,Mediano,Visita,0,0.0,0,,665,0,1,0,3,4.3,0.21,1,2,3,0.45,9,0,0
C000222,2024-04-19,VEND_026,Distribuidor,Pequeño,Teléfono,1559,187.08,0,2025-02-20,401,3,2,2,0,10.5,0.66,5,3,3,0.37,6,1,0
C000223,2024-11-20,VEND_020,Exportador,Pequeño,Teléfono,0,0.0,0,,186,5,0,0,0,6.1,0.31,2,3,2,0.32,3,0,0
C000224,2024-11-12,VEND_005,Criadero,Pequeño,Teléfono,1663,199.56,0,2025-03-31,194,1,2,0,0,4.5,0.22,1,5,4,0.5,5,1,0
C000225,2024-07-28,VEND_025,Criadero,Pequeño,Email,1418,170.16,0,2025-01-06,301,1,3,3,0,11.1,0.61,4,5,5,0.62,10,1,1
C000226,2025-05-15,VEND_013,Criadero,Pequeño,WhatsApp,0,0.0,0,,10,1,2,0,0,3.3,0.42,1,1,3,0.31,4,0,0
C000227,2025-01-09,VEND_003,Criadero,Pequeño,WhatsApp,1083,129.96,1,2025-04-03,136,0,9,3,1,0.5,0.7,9,4,5,0.56,10,1,0
C000228,2024-08-17,VEND_022,Distribuidor,Mediano,Teléfono,0,0.0,0,,281,3,2,2,0,8.8,0.24,2,1,1,0.15,1,0,0
C000229,2024-06-04,VEND_001,Restaurante Gourmet,Mediano,WhatsApp,4487,538.44,4,2025-01-12,355,2,2,0,0,4.8,0.62,2,5,5,0.72,10,1,1
C000230,2023-10-24,VEND_017,Criadero,Pequeño,Email,1233,147.96,0,2025-05-02,579,0,1,5,0,16.4,0.19,1,5,5,0.57,10,1,0
C000231,2023-09-06,VEND_010,Criadero,Grande,Email,0,0.0,0,,627,0,3,7,0,11.5,0.48,5,2,1,0.09,6,0,0
C000232,2024-07-08,VEND_030,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,321,1,4,0,0,2.5,0.68,3,1,3,0.24,7,0,0
C000233,2023-12-23,VEND_015,Restaurante Gourmet,Pequeño,WhatsApp,1557,186.84,4,2024-08-06,519,3,3,1,0,2.0,0.42,3,3,4,0.52,10,1,0
C000234,2024-02-26,VEND_016,Criadero,Mediano,WhatsApp,4768,572.16,5,2025-03-19,454,1,3,0,0,1.8,0.77,3,3,5,0.79,9,1,1
C000235,2024-10-12,VEND_008,Criadero,Mediano,Email,3439,412.68,4,2025-01-14,225,2,1,2,1,11.7,0.13,1,4,5,0.67,9,1,1
C000236,2023-07-16,VEND_007,Criadero,Mediano,Teléfono,3466,415.92,3,2023-09-02,679,5,1,1,0,5.3,0.27,2,4,4,0.59,8,1,0
C000237,2024-10-17,VEND_025,Restaurante Gourmet,Grande,Teléfono,8248,989.76,7,2024-12-29,220,0,1,1,0,3.8,0.85,2,5,5,0.88,8,1,1
C000238,2024-03-29,VEND_030,Criadero,Pequeño,WhatsApp,0,0.0,0,,422,2,1,3,0,6.6,0.58,3,2,2,0.17,4,0,0
C000239,2025-01-08,VEND_005,Distribuidor,Pequeño,Teléfono,0,0.0,0,,137,2,0,1,0,4.4,0.45,1,3,2,0.31,6,0,0
C000240,2024-12-08,VEND_005,Criadero,Grande,Teléfono,0,0.0,0,,168,3,2,1,0,10.9,0.65,4,1,1,0.17,0,0,0
C000241,2024-01-22,VEND_005,Criadero,Mediano,Email,0,0.0,0,,489,0,0,7,0,13.9,0.08,1,3,1,0.03,0,0,0
C000242,2024-07-05,VEND_009,Distribuidor,Mediano,WhatsApp,0,0.0,0,,324,2,4,2,0,2.0,0.89,7,2,2,0.17,6,0,0
C000243,2024-01-05,VEND_005,Distribuidor,Pequeño,Teléfono,0,0.0,0,,506,0,3,1,0,6.8,0.48,2,3,2,0.23,4,0,0
C000244,2024-10-22,VEND_004,Criadero,Mediano,Visita,4694,563.28,5,2024-12-25,215,2,0,1,1,5.1,0.67,3,4,5,0.76,7,1,1
C000245,2024-04-15,VEND_009,Criadero,Grande,WhatsApp,0,0.0,0,,405,0,3,2,0,2.1,0.45,2,1,3,0.34,7,0,0
C000246,2023-10-02,VEND_029,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,601,1,2,3,0,1.9,0.48,3,1,3,0.37,5,0,0
C000247,2025-04-11,VEND_008,Criadero,Pequeño,WhatsApp,1065,127.8,2,2025-05-08,44,3,3,1,1,0.5,0.5,4,4,5,0.67,10,1,1
C000248,2023-09-29,VEND_009,Criadero,Pequeño,WhatsApp,1992,239.04,5,2024-05-26,604,1,3,0,2,4.3,0.72,4,4,3,0.49,6,1,0
C000249,2024-06-20,VEND_027,Criadero,Grande,Email,0,0.0,0,,339,1,1,7,1,13.5,0.61,6,1,1,0.22,4,0,0
C000250,2024-06-22,VEND_011,Distribuidor,Mediano,WhatsApp,0,0.0,0,,337,3,5,1,1,2.2,0.38,4,1,1,0.15,0,0,0
C000251,2024-05-07,VEND_025,Criadero,Mediano,Email,0,0.0,0,,383,1,0,6,0,13.3,0.43,3,1,3,0.43,9,0,0
C000252,2025-02-06,VEND_002,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,108,2,1,2,0,6.2,0.49,2,2,1,0.2,2,0,0
C000253,2023-10-30,VEND_022,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,573,3,2,0,1,5.3,0.49,3,1,3,0.36,6,0,0
C000254,2024-09-20,VEND_025,Criadero,Pequeño,Visita,1577,189.24,3,2024-11-13,247,3,0,1,2,5.5,0.16,1,4,3,0.44,6,1,0
C000255,2025-05-11,VEND_023,Restaurante Gourmet,Mediano,Teléfono,0,0.0,0,,14,5,2,1,0,9.7,0.35,3,3,2,0.28,4,0,0
C000256,2023-12-07,VEND_001,Criadero,Grande,WhatsApp,0,0.0,0,,535,0,6,0,0,0.5,0.43,3,2,2,0.19,5,0,0
C000257,2023-09-04,VEND_010,Distribuidor,Mediano,Email,0,0.0,0,,629,1,2,5,1,11.8,0.43,4,3,3,0.42,6,0,0
C000258,2023-10-11,VEND_015,Distribuidor,Mediano,Visita,4400,528.0,4,2024-05-11,592,4,1,2,0,6.5,0.42,3,4,5,0.77,10,1,1
C000259,2024-09-29,VEND_003,Criadero,Pequeño,WhatsApp,1494,179.28,2,2024-12-24,238,1,4,1,0,1.2,0.61,4,4,5,0.64,10,1,1
C000260,2024-12-24,VEND_013,Criadero,Pequeño,Teléfono,0,0.0,0,,152,2,0,0,0,7.5,0.21,0,1,1,0.23,3,0,0
C000261,2025-01-19,VEND_024,Criadero,Pequeño,WhatsApp,1012,121.44,0,2025-02-04,126,1,1,0,0,2.1,0.5,1,4,3,0.44,5,1,0
C000262,2025-01-02,VEND_014,Criadero,Pequeño,Visita,1154,138.48,1,2025-04-12,143,0,1,0,1,7.0,0.51,1,5,4,0.43,8,1,0
C000263,2024-02-16,VEND_029,Criadero,Pequeño,Teléfono,0,0.0,0,,464,1,1,1,1,5.1,0.66,3,1,3,0.35,4,0,0
C000264,2023-08-25,VEND_026,Criadero,Mediano,WhatsApp,0,0.0,0,,639,0,4,1,0,3.8,0.4,2,3,3,0.37,7,0,0
C000265,2024-01-17,VEND_008,Criadero,Pequeño,Teléfono,0,0.0,0,,494,4,1,3,0,6.2,0.77,6,3,2,0.21,3,0,0
C000266,2023-10-07,VEND_019,Distribuidor,Mediano,Teléfono,0,0.0,0,,596,3,0,1,0,4.7,0.82,3,3,3,0.35,5,0,0
C000267,2024-10-19,VEND_020,Distribuidor,Pequeño,Teléfono,0,0.0,0,,218,3,3,0,1,5.6,0.15,1,2,3,0.28,8,0,0
C000268,2023-12-26,VEND_001,Distribuidor,Pequeño,WhatsApp,1788,214.56,0,2024-08-23,516,1,6,0,0,2.6,0.4,3,5,4,0.51,9,1,0
C000269,2024-12-27,VEND_027,Criadero,Pequeño,Teléfono,0,0.0,0,,149,2,0,2,0,5.8,0.34,1,3,3,0.34,8,0,0
C000270,2023-11-28,VEND_005,Criadero,Pequeño,Email,0,0.0,0,,544,1,1,2,1,8.8,0.47,2,3,1,0.12,3,0,0
C000271,2024-03-28,VEND_027,Criadero,Grande,WhatsApp,9362,1123.44,3,2024-10-18,423,1,3,0,1,2.7,0.91,5,5,4,0.57,7,1,0
C000272,2024-05-05,VEND_028,Distribuidor,Pequeño,Teléfono,1919,230.28,2,2024-09-27,385,3,1,1,1,4.5,0.64,4,4,4,0.53,7,1,0
C000273,2025-02-08,VEND_004,Criadero,Grande,Teléfono,0,0.0,0,,106,4,0,2,0,6.2,0.31,2,1,3,0.34,6,0,0
C000274,2024-02-14,VEND_027,Distribuidor,Mediano,Teléfono,0,0.0,0,,466,1,1,0,0,9.0,0.38,1,3,2,0.22,5,0,0
C000275,2023-09-18,VEND_014,Criadero,Pequeño,WhatsApp,0,0.0,0,,615,1,3,2,1,0.5,0.78,5,1,3,0.39,6,0,0
C000276,2024-05-31,VEND_004,Criadero,Pequeño,WhatsApp,0,0.0,0,,359,0,4,2,1,5.7,0.57,4,1,3,0.34,3,0,0
C000277,2024-04-01,VEND_026,Criadero,Pequeño,WhatsApp,1656,198.72,0,2025-03-08,419,2,4,1,0,4.6,0.69,5,3,5,0.57,10,1,0
C000278,2023-11-02,VEND_005,Distribuidor,Pequeño,Teléfono,1835,220.2,3,2023-11-09,570,3,0,0,0,7.2,0.44,1,5,4,0.57,7,1,0
C000279,2024-01-23,VEND_014,Distribuidor,Pequeño,Teléfono,0,0.0,0,,488,3,0,2,0,7.1,0.73,4,1,1,0.06,4,0,0
C000280,2024-03-15,VEND_016,Distribuidor,Mediano,Teléfono,0,0.0,0,,436,5,0,0,0,2.4,0.48,2,1,2,0.33,3,0,0
C000281,2024-12-03,VEND_023,Distribuidor,Mediano,WhatsApp,0,0.0,0,,173,2,5,4,1,1.4,0.6,7,2,3,0.37,7,0,0
C000282,2024-01-01,VEND_002,Criadero,Pequeño,Teléfono,0,0.0,0,,510,5,2,2,0,4.9,0.48,4,1,3,0.31,4,0,0
C000283,2025-04-02,VEND_026,Exportador,Mediano,Visita,0,0.0,0,,53,1,0,4,5,4.9,0.82,8,1,2,0.28,2,0,0
C000284,2024-06-29,VEND_004,Distribuidor,Pequeño,Teléfono,0,0.0,0,,330,2,0,1,0,4.6,0.37,1,1,2,0.32,7,0,0
C000285,2024-01-16,VEND_004,Distribuidor,Grande,WhatsApp,0,0.0,0,,495,2,3,2,0,0.5,0.6,4,2,2,0.2,4,0,0
C000286,2025-03-03,VEND_005,Restaurante Gourmet,Mediano,Visita,4420,530.4,5,2025-03-04,83,2,3,0,1,4.7,0.24,1,5,4,0.54,6,1,0
C000287,2024-06-09,VEND_029,Criadero,Mediano,Teléfono,0,0.0,0,,350,3,1,1,1,8.8,0.26,2,3,2,0.27,6,0,0
C000288,2023-10-20,VEND_017,Criadero,Pequeño,Teléfono,0,0.0,0,,583,3,1,2,0,8.3,0.05,0,3,1,0.15,0,0,0
C000289,2025-04-16,VEND_019,Restaurante Gourmet,Grande,WhatsApp,0,0.0,0,,39,0,3,0,0,3.4,0.91,3,1,2,0.2,4,0,0
C000290,2024-01-10,VEND_014,Criadero,Grande,WhatsApp,0,0.0,0,,501,1,1,2,0,4.2,0.68,3,3,3,0.36,4,0,0
C000291,2024-06-25,VEND_011,Distribuidor,Mediano,Email,4511,541.32,1,2024-11-02,334,2,1,5,1,8.1,0.86,8,3,3,0.5,3,1,0
C000292,2025-04-26,VEND_021,Criadero,Pequeño,Teléfono,0,0.0,0,,29,5,2,1,1,6.7,0.19,2,2,3,0.32,6,0,0
C000293,2025-05-06,VEND_016,Criadero,Pequeño,WhatsApp,1289,154.68,1,2025-05-15,19,1,5,0,0,1.9,0.92,6,5,5,0.67,10,1,1
C000294,2024-08-05,VEND_028,Criadero,Mediano,WhatsApp,0,0.0,0,,293,0,2,0,1,1.7,0.91,3,2,2,0.24,4,0,0
C000295,2025-05-24,VEND_009,Distribuidor,Mediano,Email,0,0.0,0,,1,0,1,5,1,15.4,0.57,4,2,1,0.13,0,0,0
C000296,2025-01-12,VEND_002,Distribuidor,Mediano,WhatsApp,0,0.0,0,,133,1,4,2,0,0.5,0.59,4,3,2,0.22,4,0,0
C000297,2024-05-29,VEND_023,Restaurante Gourmet,Pequeño,Teléfono,0,0.0,0,,361,2,2,0,0,8.2,0.1,0,2,3,0.33,6,0,0
C000298,2025-03-05,VEND_004,Criadero,Grande,Teléfono,0,0.0,0,,81,5,0,1,0,1.1,0.39,2,2,1,0.08,0,0,0
C000299,2023-07-20,VEND_023,Distribuidor,Mediano,Email,0,0.0,0,,675,1,2,5,1,11.0,0.26,2,3,1,0.09,2,0,0
C000300,2023-10-14,VEND_001,Restaurante Gourmet,Pequeño,Teléfono,1842,221.04,0,2024-03-20,589,3,1,2,0,7.0,0.12,1,5,3,0.37,5,1,0
C000301,2025-04-30,VEND_009,Exportador,Pequeño,Teléfono,1767,212.04,4,2025-05-13,25,3,2,0,0,9.2,0.38,2,5,4,0.57,7,1,0
C000302,2023-09-24,VEND_025,Criadero,Pequeño,WhatsApp,0,0.0,0,,609,0,8,1,1,0.5,0.35,4,2,2,0.29,1,0,0
C000303,2023-09-04,VEND_027,Criadero,Pequeño,Teléfono,0,0.0,0,,629,1,0,3,0,2.9,0.32,1,3,2,0.26,6,0,0
C000304,2024-02-03,VEND_028,Criadero,Pequeño,Email,0,0.0,0,,477,0,0,7,0,11.1,0.35,2,3,1,0.13,0,0,0
C000305,2024-02-26,VEND_004,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,454,0,7,2,1,0.5,0.69,7,1,1,0.07,2,0,0
C000306,2024-03-09,VEND_005,Criadero,Grande,WhatsApp,9597,1151.64,3,2024-08-15,442,3,6,1,0,1.7,0.81,8,5,5,0.72,10,1,1
C000307,2024-04-07,VEND_002,Criadero,Pequeño,Teléfono,1825,219.0,1,2025-04-17,413,2,0,1,1,8.2,0.42,2,5,5,0.65,10,1,1
C000308,2023-10-10,VEND_027,Criadero,Pequeño,WhatsApp,1754,210.48,3,2024-02-24,593,0,6,2,1,4.4,0.11,1,4,4,0.57,7,1,0
C000309,2024-04-15,VEND_011,Restaurante Gourmet,Grande,Email,9035,1084.2,10,2024-12-11,405,1,3,5,0,8.6,0.44,4,5,5,0.77,10,1,1
C000310,2025-01-01,VEND_010,Restaurante Gourmet,Mediano,WhatsApp,0,0.0,0,,144,1,5,0,3,3.9,0.62,6,3,1,0.06,1,0,0
C000311,2024-08-12,VEND_019,Distribuidor,Pequeño,WhatsApp,0,0.0,0,,286,2,7,0,0,1.4,0.39,4,1,2,0.26,3,0,0
C000312,2024-03-12,VEND_004,Criadero,Pequeño,WhatsApp,0,0.0,0,,439,1,2,1,0,1.6,0.07,0,1,3,0.27,8,0,0
C000313,2024-02-16,VEND_005,Criadero,Grande,WhatsApp,7710,925.2,12,2024-05-02,464,1,5,1,1,2.5,0.25,2,4,4,0.81,7,1,1
C000314,2024-12-18,VEND_003,Criadero,Mediano,WhatsApp,0,0.0,0,,158,4,7,0,0,1.6,0.29,3,2,3,0.39,4,0,0
C000315,2025-05-13,VEND_001,Exportador,Mediano,Email,3849,461.88,3,2025-05-15,12,1,0,7,0,8.2,0.66,5,3,3,0.45,3,1,0
C000316,2023-10-01,VEND_001,Criadero,Pequeño,WhatsApp,0,0.0,0,,602,2,4,0,1,4.7,0.25,2,1,3,0.25,7,0,0
C000317,2024-02-13,VEND_027,Distribuidor,Mediano,WhatsApp,0,0.0,0,,467,0,3,1,0,0.6,0.11,0,2,1,0.13,3,0,0
C000318,2024-04-20,VEND_002,Distribuidor,Mediano,Email,3648,437.76,3,2024-04-30,400,2,2,5,0,13.8,0.05,0,4,5,0.74,9,1,1
C000319,2025-02-22,VEND_027,Distribuidor,Pequeño,Email,0,0.0,0,,92,2,0,8,0,11.5,0.46,5,3,2,0.19,4,0,0
C000320,2023-11-22,VEND_019,Criadero,Mediano,Teléfono,0,0.0,0,,550,2,3,1,0,6.5,0.48,3,1,1,0.12,0,0,0
C000321,2024-06-05,VEND_026,Criadero,Mediano,Teléfono,0,0.0,0,,354,2,1,1,0,6.7,0.37,1,1,3,0.33,8,0,0
C000322,2023-12-23,VEND_012,Criadero,Grande,Visita,9285,1114.2,9,2025-03-30,519,1,2,1,2,7.9,0.64,4,3,3,0.59,8,1,0
C000323,2023-09-15,VEND_024,Exportador,Pequeño,Teléfono,0,0.0,0,,618,5,1,1,0,2.2,0.48,3,2,1,0.13,3,0,0
C000324,2024-12-11,VEND_021,Distribuidor,Mediano,Email,0,0.0,0,,165,3,1,2,0,12.8,0.65,4,2,3,0.43,7,0,0
C000325,2025-05-11,VEND_015,Criadero,Pequeño,WhatsApp,1117,134.04,4,2025-05-13,14,1,6,1,0,6.6,0.79,6,3,3,0.47,4,1,0
C000326,2023-09-08,VEND_028,Criadero,Pequeño,Teléfono,0,0.0,0,,625,3,0,0,1,4.9,0.56,2,1,3,0.39,7,0,0
C000327,2023-08-24,VEND_016,Criadero,Pequeño,WhatsApp,1294,155.28,0,2025-05-20,640,1,3,0,0,2.4,0.6,2,5,3,0.36,6,1,0
C000328,2024-01-31,VEND_023,Criadero,Mediano,Teléfono,4471,536.52,2,2024-08-06,480,3,2,2,1,6.2,0.26,2,5,4,0.48,8,1,0
C000329,2023-08-22,VEND_023,Distribuidor,Mediano,Teléfono,3272,392.64,6,2023-12-16,642,6,0,2,0,5.3,0.12,1,5,4,0.58,7,1,0
C000330,2025-04-18,VEND_021,Exportador,Mediano,Email,0,0.0,0,,37,0,1,3,0,8.5,0.83,3,1,1,0.14,1,0,0
C000331,2025-03-24,VEND_027,Distribuidor,Pequeño,Teléfono,1948,233.76,0,2025-04-30,62,1,1,1,0,7.3,0.3,1,3,4,0.52,8,0,0
C000332,2024-03-06,VEND_012,Criadero,Pequeño,WhatsApp,0,0.0,0,,445,0,2,1,0,2.9,0.32,1,1,3,0.41,7,0,0
C000333,2023-12-16,VEND_012,Restaurante Gourmet,Pequeño,WhatsApp,0,0.0,0,,526,1,4,0,0,5.8,0.55,3,1,2,0.27,6,0,0
C000334,2025-03-25,VEND_022,Criadero,Mediano,WhatsApp,0,0.0,0,,61,1,3,1,1,4.7,0.47,3,3,1,0.09,3,0,0
C000335,2024-05-29,VEND_007,Distribuidor,Mediano,Teléfono,0,0.0,0,,361,3,1,0,1,1.5,0.28,1,3,1,0.12,5,0,0
C000336,2025-03-05,VEND_005,Criadero,Pequeño,WhatsApp,0,0.0,0,,81,1,10,0,1,0.5,0.6,7,3,1,0.11,2,0,0
C000337,2023-11-23,VEND_008,Exportador,Mediano,Email,3318,398.16,4,2025-02-26,549,1,2,2,0,14.6,0.25,1,3,4,0.68,9,0,1
C000338,2024-10-15,VEND_001,Criadero,Mediano,Teléfono,4091,490.92,2,2024-11-12,222,5,0,0,0,5.9,0.25,1,3,5,0.63,10,0,1
C000339,2024-04-17,VEND_018,Criadero,Mediano,WhatsApp,0,0.0,0,,403,1,2,0,0,6.4,0.43,1,3,2,0.23,3,0,0
